,player_id,player,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,all_star,roy,smoy,dpoy,mip,mvp,All-League,All-Defense,All-Rookie,Finals MVP,Champion,HOFer
0,1,Al Brightman,223,870,0.0,0.0,223,870,121,193,0.0,0.0,0.0,60,0.0,0.0,0.0,115,567,0,0,0,0,0,0,0,0,0,0,0,0
1,2,Al Lujack,1,8,0.0,0.0,1,8,2,5,0.0,0.0,0.0,0,0.0,0.0,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Al Negratti,13,69,0.0,0.0,13,69,5,8,0.0,0.0,0.0,5,0.0,0.0,0.0,20,31,0,0,0,0,0,0,0,0,0,0,0,0
3,4,Angelo Musi,558,1921,0.0,0.0,558,1921,243,315,0.0,0.0,0.0,117,0.0,0.0,0.0,284,1359,0,0,0,0,0,0,0,0,0,0,0,0
4,5,Ariel Maughan,820,2915,0.0,0.0,820,2915,587,833,0.0,0.0,141.0,317,0.0,0.0,0.0,757,2227,0,0,0,0,0,0,0,0,0,0,0,0
5,6,Armand Cure,4,15,0.0,0.0,4,15,2,3,0.0,0.0,0.0,0,0.0,0.0,0.0,5,10,0,0,0,0,0,0,0,0,0,0,0,0
6,7,Art Hillhouse,134,483,0.0,0.0,134,483,150,203,0.0,0.0,0.0,44,0.0,0.0,0.0,169,418,0,0,0,0,0,0,0,0,0,0,0,0
7,8,Art Spector,322,1149,0.0,0.0,322,1149,208,362,0.0,0.0,0.0,143,0.0,0.0,0.0,351,852,0,0,0,0,0,0,0,0,0,0,0,0
8,9,Art Stolkey,36,164,0.0,0.0,36,164,30,44,0.0,0.0,0.0,38,0.0,0.0,0.0,72,102,0,0,0,0,0,0,0,0,0,0,0,0
9,10,Aubrey Davis,107,381,0.0,0.0,107,381,73,115,0.0,0.0,0.0,14,0.0,0.0,0.0,136,287,0,0,0,0,0,0,0,0,0,0,0,0
10,11,Aud Brindley,14,49,0.0,0.0,14,49,6,7,0.0,0.0,0.0,1,0.0,0.0,0.0,16,34,0,0,0,0,0,0,0,0,0,0,0,0
11,12,Belus Smawley,1481,4207,0.0,0.0,1481,4207,1085,1343,0.0,0.0,374.0,756,0.0,0.0,0.0,729,4047,0,0,0,0,0,0,0,0,0,0,0,0
12,13,Ben Goldfaden,0,2,0.0,0.0,0,2,2,4,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
13,14,Ben Scharnus,33,166,0.0,0.0,33,166,37,60,0.0,0.0,0.0,19,0.0,0.0,0.0,83,103,0,0,0,0,0,0,0,0,0,0,0,0
14,15,Bill Davis,35,146,0.0,0.0,35,146,14,41,0.0,0.0,0.0,11,0.0,0.0,0.0,92,84,0,0,0,0,0,0,0,0,0,0,0,0
15,16,Bob Cluggish,93,356,0.0,0.0,93,356,52,91,0.0,0.0,0.0,22,0.0,0.0,0.0,113,238,0,0,0,0,0,0,0,0,0,0,0,0
16,17,Bob Dille,111,563,0.0,0.0,111,563,74,111,0.0,0.0,0.0,40,0.0,0.0,0.0,92,296,0,0,0,0,0,0,0,0,0,0,0,0
17,18,Bob Doll,633,2211,0.0,0.0,633,2211,387,585,0.0,0.0,0.0,273,0.0,0.0,0.0,509,1653,0,0,0,0,0,0,0,0,0,0,0,0
18,19,Bob Duffy,14,64,0.0,0.0,14,64,10,14,0.0,0.0,0.0,0,0.0,0.0,0.0,34,38,0,0,0,0,0,0,0,0,0,0,0,0
19,20,Bob Faught,141,478,0.0,0.0,141,478,61,106,0.0,0.0,0.0,33,0.0,0.0,0.0,97,343,0,0,0,0,0,0,0,0,0,0,0,0
20,21,Bob Feerick,1077,2977,0.0,0.0,1077,2977,782,972,0.0,0.0,0.0,440,0.0,0.0,0.0,592,2936,0,0,0,0,0,0,13,0,0,0,0,0
21,22,Bob Fitzgerald,146,753,0.0,0.0,146,753,169,270,0.0,0.0,0.0,82,0.0,0.0,0.0,332,461,0,0,0,0,0,0,0,0,0,0,0,0
22,23,Bob Gantt,29,89,0.0,0.0,29,89,13,28,0.0,0.0,0.0,5,0.0,0.0,0.0,45,71,0,0,0,0,0,0,0,0,0,0,0,0
23,24,Bob Mullens,250,890,0.0,0.0,250,890,128,204,0.0,0.0,0.0,108,0.0,0.0,0.0,188,628,0,0,0,0,0,0,0,0,0,0,0,0
24,25,Bob Rensberger,0,7,0.0,0.0,0,7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26,Bob Shea,37,153,0.0,0.0,37,153,19,33,0.0,0.0,0.0,6,0.0,0.0,0.0,42,93,0,0,0,0,0,0,0,0,0,0,0,0
26,27,Bones McKinney,1247,4171,0.0,0.0,1247,4171,762,1071,0.0,0.0,571.0,588,0.0,0.0,0.0,1159,3256,0,0,0,0,0,0,8,0,0,0,0,0
27,28,Buck Sydnor,5,26,0.0,0.0,5,26,5,10,0.0,0.0,0.0,0,0.0,0.0,0.0,6,15,0,0,0,0,0,0,0,0,0,0,0,0
28,29,Bud Palmer,624,1916,0.0,0.0,624,1916,489,662,0.0,0.0,0.0,187,0.0,0.0,0.0,465,1737,0,0,0,0,0,0,0,0,0,0,0,0
29,30,Buddy O'Grady,292,1074,0.0,0.0,292,1074,172,249,0.0,0.0,0.0,165,0.0,0.0,0.0,235,756,0,0,0,0,0,0,0,0,0,0,0,0
30,31,Butch van Breda Kolff,242,794,0.0,0.0,242,794,342,511,0.0,0.0,0.0,256,0.0,0.0,0.0,350,826,0,0,0,0,0,0,0,0,0,0,0,0
31,32,Cecil Hankins,140,507,0.0,0.0,140,507,114,185,0.0,0.0,0.0,22,0.0,0.0,0.0,77,394,0,0,0,0,0,0,0,0,0,0,0,0
32,33,Charlie Hoefer,263,1047,0.0,0.0,263,1047,186,286,0.0,0.0,0.0,69,0.0,0.0,0.0,301,712,0,0,0,0,0,0,0,0,0,0,0,0
33,34,Chet Aubuchon,23,91,0.0,0.0,23,91,19,35,0.0,0.0,0.0,20,0.0,0.0,0.0,46,65,0,0,0,0,0,0,0,0,0,0,0,0
34,35,Chet Carlisle,100,373,0.0,0.0,100,373,56,92,0.0,0.0,0.0,17,0.0,0.0,0.0,136,256,0,0,0,0,0,0,0,0,0,0,0,0
35,36,Chick Halbert,1432,4601,0.0,0.0,1432,4601,1377,2157,0.0,0.0,1078.0,741,0.0,0.0,0.0,1331,4241,0,0,0,0,0,0,3,0,0,0,0,0
36,37,Chuck Connors,99,393,0.0,0.0,99,393,41,87,0.0,0.0,0.0,41,0.0,0.0,0.0,134,239,0,0,0,0,0,0,0,0,0,0,0,0
37,38,Chuck Gilmur,511,1571,0.0,0.0,511,1571,370,608,0.0,0.0,75.0,348,0.0,0.0,0.0,896,1392,0,0,0,0,0,0,0,0,0,0,0,0
38,39,Connie Simmons,2479,7140,0.0,0.0,2479,7140,1633,2433,0.0,0.0,2514.0,1025,0.0,0.0,0.0,2074,6591,0,0,0,0,0,0,0,0,0,0,0,0
39,40,Coulby Gunther,311,937,0.0,0.0,311,937,271,422,0.0,0.0,0.0,65,0.0,0.0,0.0,181,893,0,0,0,0,0,0,0,0,0,0,0,0
40,41,Deb Smith,32,119,0.0,0.0,32,119,9,21,0.0,0.0,0.0,6,0.0,0.0,0.0,47,73,0,0,0,0,0,0,0,0,0,0,0,0
41,42,Dick Fitzgerald,118,498,0.0,0.0,118,498,41,60,0.0,0.0,0.0,40,0.0,0.0,0.0,90,277,0,0,0,0,0,0,0,0,0,0,0,0
42,43,Dick Murphy,30,150,0.0,0.0,30,150,8,18,0.0,0.0,0.0,16,0.0,0.0,0.0,30,68,0,0,0,0,0,0,0,0,0,0,0,0
43,44,Dick Schulz,584,2267,0.0,0.0,584,2267,536,747,0.0,0.0,0.0,325,0.0,0.0,0.0,681,1704,0,0,0,0,0,0,0,0,0,0,0,0
44,45,Dino Martin,357,1215,0.0,0.0,357,1215,120,188,0.0,0.0,0.0,73,0.0,0.0,0.0,115,834,0,0,0,0,0,0,0,0,0,0,0,0
45,46,Don Carlson,599,1813,0.0,0.0,599,1813,249,400,0.0,0.0,15.0,324,0.0,0.0,0.0,511,1447,0,0,0,0,0,0,0,0,0,0,0,0
46,47,Don Eliason,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,48,Don Martin,228,794,0.0,0.0,228,794,88,158,0.0,0.0,0.0,61,0.0,0.0,0.0,366,544,0,0,0,0,0,0,0,0,0,0,0,0
48,49,Don Putman,410,1564,0.0,0.0,410,1564,210,338,0.0,0.0,0.0,285,0.0,0.0,0.0,449,1030,0,0,0,0,0,0,0,0,0,0,0,0
49,50,Doyle Parrack,110,413,0.0,0.0,110,413,52,80,0.0,0.0,0.0,20,0.0,0.0,0.0,77,272,0,0,0,0,0,0,0,0,0,0,0,0
50,51,Earl Shannon,436,1445,0.0,0.0,436,1445,391,647,0.0,0.0,0.0,221,0.0,0.0,0.0,341,1263,0,0,0,0,0,0,0,0,0,0,0,0
51,52,Ed Kasid,6,21,0.0,0.0,6,21,0,6,0.0,0.0,0.0,6,0.0,0.0,0.0,8,12,0,0,0,0,0,0,0,0,0,0,0,0
52,53,Ed Melvin,99,376,0.0,0.0,99,376,83,127,0.0,0.0,0.0,37,0.0,0.0,0.0,150,281,0,0,0,0,0,0,0,0,0,0,0,0
53,54,Ed Sadowski,1904,5418,0.0,0.0,1904,5418,1520,2174,0.0,0.0,0.0,598,0.0,0.0,0.0,1331,5328,0,0,0,0,0,0,5,0,0,0,0,0
54,55,Elmore Morgenthaler,19,52,0.0,0.0,19,52,19,30,0.0,0.0,0.0,10,0.0,0.0,0.0,21,57,0,0,0,0,0,0,0,0,0,0,0,0
55,56,Ernie Calverley,767,2633,0.0,0.0,767,2633,427,604,0.0,0.0,0.0,572,0.0,0.0,0.0,542,1961,0,0,0,0,0,0,3,0,0,0,0,0
56,57,Frank Fucarino,53,198,0.0,0.0,53,198,34,60,0.0,0.0,0.0,8,0.0,0.0,0.0,38,140,0,0,0,0,0,0,0,0,0,0,0,0
57,58,Frank Mangiapane,2,13,0.0,0.0,2,13,1,3,0.0,0.0,0.0,0,0.0,0.0,0.0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
58,59,Frankie Baumholtz,255,856,0.0,0.0,255,856,121,156,0.0,0.0,0.0,54,0.0,0.0,0.0,93,631,0,0,0,0,0,0,3,0,0,0,0,0
59,60,Fred Jacobs,19,69,0.0,0.0,19,69,12,25,0.0,0.0,0.0,5,0.0,0.0,0.0,25,50,0,0,0,0,0,0,0,0,0,0,0,0
60,61,Fred Scolari,2711,8383,0.0,0.0,2711,8383,2305,2797,0.0,0.0,1284.0,1894,0.0,0.0,0.0,1877,7727,2,0,0,0,0,0,6,0,0,0,0,0
61,62,Fred Sheffield,29,146,0.0,0.0,29,146,16,26,0.0,0.0,0.0,4,0.0,0.0,0.0,34,74,0,0,0,0,0,0,0,0,0,0,0,0
62,63,Frido Frey,28,97,0.0,0.0,28,97,32,56,0.0,0.0,0.0,14,0.0,0.0,0.0,37,88,0,0,0,0,0,0,0,0,0,0,0,0
63,64,Garland O'Shields,2,11,0.0,0.0,2,11,0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
64,65,Gene Gallette,1,11,0.0,0.0,1,11,6,9,0.0,0.0,0.0,2,0.0,0.0,0.0,13,8,0,0,0,0,0,0,0,0,0,0,0,0
65,66,George Mearns,151,593,0.0,0.0,151,593,141,206,0.0,0.0,0.0,45,0.0,0.0,0.0,202,443,0,0,0,0,0,0,0,0,0,0,0,0
66,67,George Munroe,191,714,0.0,0.0,191,714,103,159,0.0,0.0,0.0,20,0.0,0.0,0.0,111,485,0,0,0,0,0,0,0,0,0,0,0,0
67,68,George Nostrand,1160,3784,0.0,0.0,1160,3784,767,1425,0.0,0.0,0.0,338,0.0,0.0,0.0,1002,3087,0,0,0,0,0,0,0,0,0,0,0,0
68,69,George Pastushok,48,183,0.0,0.0,48,183,25,46,0.0,0.0,0.0,15,0.0,0.0,0.0,42,121,0,0,0,0,0,0,0,0,0,0,0,0
69,70,George Pearcy,31,130,0.0,0.0,31,130,32,44,0.0,0.0,0.0,13,0.0,0.0,0.0,68,94,0,0,0,0,0,0,0,0,0,0,0,0
70,71,George Senesky,1279,4087,0.0,0.0,1279,4087,897,1277,0.0,0.0,878.0,1553,0.0,0.0,0.0,982,3455,0,0,0,0,0,0,0,0,0,0,0,0
71,72,Giff Roux,268,972,0.0,0.0,268,972,168,316,0.0,0.0,0.0,69,0.0,0.0,0.0,215,704,0,0,0,0,0,0,0,0,0,0,0,0
72,73,Gino Sovran,5,15,0.0,0.0,5,15,1,2,0.0,0.0,0.0,1,0.0,0.0,0.0,5,11,0,0,0,0,0,0,0,0,0,0,0,0
73,74,Gorham Getchell,0,8,0.0,0.0,0,8,5,5,0.0,0.0,0.0,0,0.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
74,75,Grady Lewis,387,1507,0.0,0.0,387,1507,291,478,0.0,0.0,0.0,173,0.0,0.0,0.0,572,1065,0,0,0,0,0,0,0,0,0,0,0,0
75,76,Hal Crisler,2,6,0.0,0.0,2,6,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
76,77,Hank Beenders,424,1582,0.0,0.0,424,1582,290,430,0.0,0.0,0.0,66,0.0,0.0,0.0,403,1138,0,0,0,0,0,0,0,0,0,0,0,0
77,78,Hank Biasatti,2,5,0.0,0.0,2,5,2,4,0.0,0.0,0.0,0,0.0,0.0,0.0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
78,79,Hank Lefkowitz,22,114,0.0,0.0,22,114,7,13,0.0,0.0,0.0,4,0.0,0.0,0.0,35,51,0,0,0,0,0,0,0,0,0,0,0,0
79,80,Hank Rosenstein,238,780,0.0,0.0,238,780,288,450,0.0,0.0,0.0,72,0.0,0.0,0.0,344,764,0,0,0,0,0,0,0,0,0,0,0,0
80,81,Harold Brown,95,383,0.0,0.0,95,383,74,117,0.0,0.0,0.0,39,0.0,0.0,0.0,122,264,0,0,0,0,0,0,0,0,0,0,0,0
81,82,Harold Johnson,4,20,0.0,0.0,4,20,7,14,0.0,0.0,0.0,11,0.0,0.0,0.0,13,15,0,0,0,0,0,0,0,0,0,0,0,0
82,83,Harold Kottman,59,188,0.0,0.0,59,188,47,101,0.0,0.0,0.0,17,0.0,0.0,0.0,58,165,0,0,0,0,0,0,0,0,0,0,0,0
83,84,Harry Miller,58,260,0.0,0.0,58,260,36,82,0.0,0.0,0.0,42,0.0,0.0,0.0,119,152,0,0,0,0,0,0,0,0,0,0,0,0
84,85,Harry Zeller,120,382,0.0,0.0,120,382,122,177,0.0,0.0,0.0,31,0.0,0.0,0.0,177,362,0,0,0,0,0,0,0,0,0,0,0,0
85,86,Henry Pearcy,24,108,0.0,0.0,24,108,25,34,0.0,0.0,0.0,7,0.0,0.0,0.0,20,73,0,0,0,0,0,0,0,0,0,0,0,0
86,87,Herschel Baltimore,53,263,0.0,0.0,53,263,32,69,0.0,0.0,0.0,16,0.0,0.0,0.0,98,138,0,0,0,0,0,0,0,0,0,0,0,0
87,88,Howie Dallmar,519,1833,0.0,0.0,519,1833,370,530,0.0,0.0,0.0,340,0.0,0.0,0.0,386,1408,0,0,0,0,0,0,5,0,0,0,0,0
88,89,Howie McCarty,10,82,0.0,0.0,10,82,1,10,0.0,0.0,0.0,2,0.0,0.0,0.0,22,21,0,0,0,0,0,0,0,0,0,0,0,0
89,90,Irv Rothenberg,343,1262,0.0,0.0,343,1262,316,528,0.0,0.0,0.0,97,0.0,0.0,0.0,466,1002,0,0,0,0,0,0,0,0,0,0,0,0
90,91,Irv Torgoff,416,1677,0.0,0.0,416,1677,333,431,0.0,0.0,0.0,150,0.0,0.0,0.0,546,1165,0,0,0,0,0,0,0,0,0,0,0,0
91,92,Jack Garfinkel,207,754,0.0,0.0,207,754,62,88,0.0,0.0,0.0,134,0.0,0.0,0.0,159,476,0,0,0,0,0,0,0,0,0,0,0,0
92,93,Jake Weber,118,404,0.0,0.0,118,404,110,158,0.0,0.0,0.0,8,0.0,0.0,0.0,222,346,0,0,0,0,0,0,0,0,0,0,0,0
93,94,Jerry Fleishman,541,1953,0.0,0.0,541,1953,430,674,0.0,0.0,152.0,429,0.0,0.0,0.0,607,1512,0,0,0,0,0,0,0,0,0,0,0,0
94,95,Jerry Kelly,94,323,0.0,0.0,94,323,74,112,0.0,0.0,0.0,21,0.0,0.0,0.0,131,262,0,0,0,0,0,0,0,0,0,0,0,0
95,96,Jerry Rullo,108,370,0.0,0.0,108,370,55,93,0.0,0.0,0.0,70,0.0,0.0,0.0,135,271,0,0,0,0,0,0,0,0,0,0,0,0
96,97,Jim Seminoff,535,1737,0.0,0.0,535,1737,437,642,0.0,0.0,0.0,630,0.0,0.0,0.0,609,1507,0,0,0,0,0,0,0,0,0,0,0,0
97,98,Joe Fabel,25,96,0.0,0.0,25,96,13,26,0.0,0.0,0.0,2,0.0,0.0,0.0,64,63,0,0,0,0,0,0,0,0,0,0,0,0
98,99,Joe Fulks,2824,9338,0.0,0.0,2824,9338,2355,3075,0.0,0.0,1379.0,587,0.0,0.0,0.0,1774,8003,2,0,0,0,0,0,18,0,0,0,0,1
99,100,John Abramovic,204,876,0.0,0.0,204,876,131,192,0.0,0.0,0.0,39,0.0,0.0,0.0,181,539,0,0,0,0,0,0,0,0,0,0,0,0
100,101,John Barr,124,438,0.0,0.0,124,438,47,79,0.0,0.0,0.0,54,0.0,0.0,0.0,164,295,0,0,0,0,0,0,0,0,0,0,0,0
101,102,John Janisch,311,1083,0.0,0.0,311,1083,149,230,0.0,0.0,0.0,53,0.0,0.0,0.0,142,771,0,0,0,0,0,0,0,0,0,0,0,0
102,103,John Logan,1128,3621,0.0,0.0,1128,3621,947,1235,0.0,0.0,134.0,775,0.0,0.0,0.0,744,3203,0,0,0,0,0,0,9,0,0,0,0,0
103,104,John Mahnken,1424,5233,0.0,0.0,1424,5233,682,1054,0.0,0.0,752.0,849,0.0,0.0,0.0,1753,3530,0,0,0,0,0,0,0,0,0,0,0,0
104,105,John Mills,55,187,0.0,0.0,55,187,71,129,0.0,0.0,0.0,9,0.0,0.0,0.0,94,181,0,0,0,0,0,0,0,0,0,0,0,0
105,106,John Murphy,22,80,0.0,0.0,22,80,20,30,0.0,0.0,0.0,0,0.0,0.0,0.0,16,64,0,0,0,0,0,0,0,0,0,0,0,0
106,107,Johnny Norlander,659,2004,0.0,0.0,659,2004,493,728,0.0,0.0,9.0,218,0.0,0.0,0.0,433,1811,0,0,0,0,0,0,0,0,0,0,0,0
107,108,Johnny Simmons,120,429,0.0,0.0,120,429,78,127,0.0,0.0,0.0,29,0.0,0.0,0.0,78,318,0,0,0,0,0,0,0,0,0,0,0,0
108,109,Ken Corley,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,110,Ken Keller,20,60,0.0,0.0,20,60,4,10,0.0,0.0,0.0,2,0.0,0.0,0.0,30,44,0,0,0,0,0,0,0,0,0,0,0,0
110,111,Kenny Sailors,1643,5035,0.0,0.0,1643,5035,1211,1701,0.0,0.0,240.0,990,0.0,0.0,0.0,1374,4497,0,0,0,0,0,0,3,0,0,0,0,0
111,112,Kleggie Hermsen,1268,4312,0.0,0.0,1268,4312,974,1493,0.0,0.0,934.0,487,0.0,0.0,0.0,1408,3510,0,0,0,0,0,0,0,0,0,0,0,0
112,113,Lee Knorek,317,1047,0.0,0.0,317,1047,239,375,0.0,0.0,0.0,206,0.0,0.0,0.0,497,873,0,0,0,0,0,0,0,0,0,0,0,0
113,114,Leo Gottlieb,208,722,0.0,0.0,208,722,49,76,0.0,0.0,0.0,36,0.0,0.0,0.0,107,465,0,0,0,0,0,0,0,0,0,0,0,0
114,115,Leo Mogus,1077,3332,0.0,0.0,1077,3332,1095,1522,0.0,0.0,102.0,507,0.0,0.0,0.0,921,3249,0,0,0,0,0,0,0,0,0,0,0,0
115,116,Leon Brown,0,3,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
116,117,Lou Spicer,0,7,0.0,0.0,0,7,1,2,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
117,118,Marty Passaglia,65,278,0.0,0.0,65,278,21,36,0.0,0.0,0.0,26,0.0,0.0,0.0,61,151,0,0,0,0,0,0,0,0,0,0,0,0
118,119,Matt Guokas,28,104,0.0,0.0,28,104,26,47,0.0,0.0,0.0,9,0.0,0.0,0.0,70,82,0,0,0,0,0,0,0,0,0,0,0,0
119,120,Max Zaslofsky,3132,9069,0.0,0.0,3132,9069,2537,3326,0.0,0.0,1024.0,1247,0.0,0.0,0.0,1433,8801,1,0,0,0,0,0,20,0,0,0,0,0
120,121,Mel Hirsch,9,45,0.0,0.0,9,45,1,2,0.0,0.0,0.0,10,0.0,0.0,0.0,18,19,0,0,0,0,0,0,0,0,0,0,0,0
121,122,Mel Riebe,822,2729,0.0,0.0,822,2729,354,576,0.0,0.0,0.0,316,0.0,0.0,0.0,526,1998,0,0,0,0,0,0,0,0,0,0,0,0
122,123,Michael Bytzura,87,356,0.0,0.0,87,356,36,72,0.0,0.0,0.0,31,0.0,0.0,0.0,108,210,0,0,0,0,0,0,0,0,0,0,0,0
123,124,Mickey Rottner,243,839,0.0,0.0,243,839,54,113,0.0,0.0,0.0,139,0.0,0.0,0.0,158,540,0,0,0,0,0,0,0,0,0,0,0,0
124,125,Mike McCarron,242,868,0.0,0.0,242,868,183,298,0.0,0.0,0.0,65,0.0,0.0,0.0,194,667,0,0,0,0,0,0,0,0,0,0,0,0
125,126,Milt Schoon,193,565,0.0,0.0,193,565,230,380,0.0,0.0,0.0,96,0.0,0.0,0.0,265,616,0,0,0,0,0,0,0,0,0,0,0,0
126,127,Moe Becker,140,716,0.0,0.0,140,716,44,88,0.0,0.0,0.0,60,0.0,0.0,0.0,196,324,0,0,0,0,0,0,0,0,0,0,0,0
127,128,Nat Frankel,4,27,0.0,0.0,4,27,8,12,0.0,0.0,0.0,3,0.0,0.0,0.0,6,16,0,0,0,0,0,0,0,0,0,0,0,0
128,129,Nat Militzok,180,686,0.0,0.0,180,686,128,224,0.0,0.0,0.0,84,0.0,0.0,0.0,240,488,0,0,0,0,0,0,0,0,0,0,0,0
129,130,Ned Endress,3,25,0.0,0.0,3,25,8,15,0.0,0.0,0.0,4,0.0,0.0,0.0,13,14,0,0,0,0,0,0,0,0,0,0,0,0
130,131,Nick Shaback,102,385,0.0,0.0,102,385,38,53,0.0,0.0,0.0,29,0.0,0.0,0.0,75,242,0,0,0,0,0,0,0,0,0,0,0,0
131,132,Noble Jorgensen,1024,2826,0.0,0.0,1024,2826,943,1291,0.0,0.0,1200.0,415,0.0,0.0,0.0,1152,2991,0,0,0,0,0,0,0,0,0,0,0,0
132,133,Norm Baker,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,134,Ossie Schectman,162,588,0.0,0.0,162,588,111,179,0.0,0.0,0.0,109,0.0,0.0,0.0,115,435,0,0,0,0,0,0,0,0,0,0,0,0
134,135,Pete Lalich,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,136,Petey Rosenberg,60,287,0.0,0.0,60,287,30,49,0.0,0.0,0.0,27,0.0,0.0,0.0,64,150,0,0,0,0,0,0,0,0,0,0,0,0
136,137,Pop Goodwin,134,503,0.0,0.0,134,503,79,102,0.0,0.0,0.0,22,0.0,0.0,0.0,130,347,0,0,0,0,0,0,0,0,0,0,0,0
137,138,Press Maravich,102,375,0.0,0.0,102,375,30,58,0.0,0.0,0.0,6,0.0,0.0,0.0,102,234,0,0,0,0,0,0,0,0,0,0,0,0
138,139,Ralph Kaplowitz,363,1356,0.0,0.0,363,1356,269,362,0.0,0.0,0.0,95,0.0,0.0,0.0,344,995,0,0,0,0,0,0,0,0,0,0,0,0
139,140,Ralph Siewert,12,88,0.0,0.0,12,88,16,30,0.0,0.0,0.0,8,0.0,0.0,0.0,36,40,0,0,0,0,0,0,0,0,0,0,0,0
140,141,Ray Wertis,171,804,0.0,0.0,171,804,118,196,0.0,0.0,0.0,84,0.0,0.0,0.0,177,460,0,0,0,0,0,0,0,0,0,0,0,0
141,142,Red Dehnert,6,15,0.0,0.0,6,15,2,6,0.0,0.0,0.0,0,0.0,0.0,0.0,8,14,0,0,0,0,0,0,0,0,0,0,0,0
142,143,Red Mihalik,3,9,0.0,0.0,3,9,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,6,0,0,0,0,0,0,0,0,0,0,0,0
143,144,Red Wallace,450,1618,0.0,0.0,450,1618,212,392,0.0,0.0,0.0,116,0.0,0.0,0.0,334,1112,0,0,0,0,0,0,0,0,0,0,0,0
144,145,Roger Jorgensen,14,54,0.0,0.0,14,54,13,19,0.0,0.0,0.0,1,0.0,0.0,0.0,36,41,0,0,0,0,0,0,0,0,0,0,0,0
145,146,Roy Hurley,100,447,0.0,0.0,100,447,39,64,0.0,0.0,0.0,34,0.0,0.0,0.0,85,239,0,0,0,0,0,0,0,0,0,0,0,0
146,147,Sonny Hertzberg,1056,3580,0.0,0.0,1056,3580,729,920,0.0,0.0,260.0,641,0.0,0.0,0.0,680,2841,0,0,0,0,0,0,0,0,0,0,0,0
147,148,Stan Miasek,1553,4654,0.0,0.0,1553,4654,1257,2000,0.0,0.0,1359.0,640,0.0,0.0,0.0,1587,4363,0,0,0,0,0,0,8,0,0,0,0,0
148,149,Stan Noszka,256,913,0.0,0.0,256,913,148,222,0.0,0.0,0.0,68,0.0,0.0,0.0,271,660,0,0,0,0,0,0,0,0,0,0,0,0
149,150,Stan Stutz,402,1573,0.0,0.0,402,1573,377,464,0.0,0.0,0.0,188,0.0,0.0,0.0,397,1181,0,0,0,0,0,0,0,0,0,0,0,0
150,151,Tom Callahan,6,29,0.0,0.0,6,29,5,12,0.0,0.0,0.0,4,0.0,0.0,0.0,9,17,0,0,0,0,0,0,0,0,0,0,0,0
151,152,Tom King,97,410,0.0,0.0,97,410,101,160,0.0,0.0,0.0,32,0.0,0.0,0.0,102,295,0,0,0,0,0,0,0,0,0,0,0,0
152,153,Tommy Byrnes,894,2974,0.0,0.0,894,2974,549,853,0.0,0.0,142.0,482,0.0,0.0,0.0,552,2337,0,0,0,0,0,0,0,0,0,0,0,0
153,154,Tony Jaros,481,1574,0.0,0.0,481,1574,344,490,0.0,0.0,131.0,218,0.0,0.0,0.0,507,1306,0,0,0,0,0,0,0,0,0,0,0,0
154,155,Tony Kappen,256,1074,0.0,0.0,256,1074,256,322,0.0,0.0,0.0,56,0.0,0.0,0.0,156,768,0,0,0,0,0,0,0,0,0,0,0,0
155,156,Virgil Vaughn,15,78,0.0,0.0,15,78,15,28,0.0,0.0,0.0,10,0.0,0.0,0.0,18,45,0,0,0,0,0,0,0,0,0,0,0,0
156,157,Walt Miller,7,21,0.0,0.0,7,21,9,18,0.0,0.0,0.0,6,0.0,0.0,0.0,16,23,0,0,0,0,0,0,0,0,0,0,0,0
157,158,Warren Fenley,31,138,0.0,0.0,31,138,23,45,0.0,0.0,0.0,16,0.0,0.0,0.0,59,85,0,0,0,0,0,0,0,0,0,0,0,0
