,player_id,player,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,all_star,roy,smoy,dpoy,mip,mvp,All-League,All-Defense,All-Rookie,Finals MVP,Champion,HOFer
647,648,Lennie Rosenbluth,134,410,0.0,0.0,134,410,74,113,0.0,0.0,145.0,29,0.0,0.0,0.0,59,342,0,0,0,0,0,0,0,0,0,0,0,0
648,649,McCoy Ingram,27,103,0.0,0.0,27,103,13,28,0.0,0.0,116.0,20,0.0,0.0,0.0,44,67,0,0,0,0,0,0,0,0,0,0,0,0
649,650,Pat Dunn,28,90,0.0,0.0,28,90,14,17,0.0,0.0,31.0,28,0.0,0.0,0.0,20,70,0,0,0,0,0,0,0,0,0,0,0,0
650,651,Ray Radziszewski,0,3,0.0,0.0,0,3,0,0,0.0,0.0,2.0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
651,652,Sam Jones,6271,13745,0.0,0.0,6271,13745,2869,3572,0.0,0.0,4305.0,2209,0.0,0.0,0.0,1735,15411,5,0,0,0,0,0,9,0,0,0,0,1
652,653,Win Wilfong,684,1897,0.0,0.0,684,1897,458,616,0.0,0.0,910.0,565,0.0,0.0,0.0,649,1826,0,0,0,0,0,0,0,0,0,0,0,0
653,654,Woody Sauldsberry,2853,8123,0.0,0.0,2853,8123,738,1191,0.0,0.0,4601.0,666,0.0,0.0,0.0,1833,6444,1,0,0,0,0,0,0,0,0,0,0,0
654,655,Worthy Patterson,3,8,0.0,0.0,3,8,1,2,0.0,0.0,2.0,2,0.0,0.0,0.0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
655,656,Andy Johnson,1083,2762,0.0,0.0,1083,2762,681,1126,0.0,0.0,1190.0,675,0.0,0.0,0.0,868,2847,0,0,0,0,0,0,0,0,0,0,0,0
656,657,Archie Dees,626,1544,0.0,0.0,626,1544,433,547,0.0,0.0,984.0,148,0.0,0.0,0.0,418,1685,0,0,0,0,0,0,0,0,0,0,0,0
657,658,Barney Cable,1599,3828,0.0,0.0,1599,3828,572,867,0.0,0.0,2910.0,618,0.0,0.0,0.0,1320,3770,0,0,0,0,0,0,0,0,0,0,0,0
658,659,Bennie Swain,99,244,0.0,0.0,99,244,67,110,0.0,0.0,262.0,29,0.0,0.0,0.0,127,265,0,0,0,0,0,0,0,0,0,0,0,0
659,660,Boo Ellis,227,564,0.0,0.0,227,564,153,220,0.0,0.0,616.0,86,0.0,0.0,0.0,201,607,0,0,0,0,0,0,0,0,0,0,0,0
660,661,Bucky Bockhorn,2245,5574,0.0,0.0,2245,5574,940,1256,0.0,0.0,2234.0,1645,0.0,0.0,0.0,1565,5430,0,0,0,0,0,0,0,0,0,0,0,0
661,662,Connie Dierking,3210,7740,0.0,0.0,3210,7740,1521,2208,0.0,0.0,5426.0,1185,0.0,0.0,0.0,2354,7941,0,0,0,0,0,0,0,0,0,0,0,0
662,663,Dave Gambee,3147,7464,0.0,0.0,3147,7464,2523,3092,0.0,0.0,4377.0,842,0.0,0.0,0.0,2422,8817,0,0,0,0,0,0,0,0,0,0,0,0
663,664,Elgin Baylor,8693,20171,0.0,0.0,8693,20171,5763,7391,0.0,0.0,11463.0,3650,0.0,0.0,0.0,2596,23149,11,1,0,0,0,0,50,0,0,0,2,1
664,665,Guy Rodgers,4273,11334,0.0,0.0,4273,11334,2272,3136,0.0,0.0,3941.0,7297,0.0,0.0,0.0,2797,10818,4,0,0,0,0,0,0,0,0,0,0,1
665,666,Hal Greer,8504,18811,0.0,0.0,8504,18811,4578,5717,0.0,0.0,5665.0,4540,0.0,0.0,0.0,3855,21586,10,0,0,0,0,0,21,0,0,0,0,1
666,667,Hub Reed,1351,3082,0.0,0.0,1351,3082,590,814,0.0,0.0,3063.0,436,0.0,0.0,0.0,1567,3292,0,0,0,0,0,0,0,0,0,0,0,0
667,668,Jack Parr,109,307,0.0,0.0,109,307,44,73,0.0,0.0,278.0,51,0.0,0.0,0.0,138,262,0,0,0,0,0,0,0,0,0,0,0,0
668,669,Jerry Bird,12,32,0.0,0.0,12,32,1,1,0.0,0.0,12.0,4,0.0,0.0,0.0,7,25,0,0,0,0,0,0,0,0,0,0,0,0
669,670,Jim Palmer,873,2091,0.0,0.0,873,2091,460,659,0.0,0.0,1429.0,235,0.0,0.0,0.0,787,2206,0,0,0,0,0,0,0,0,0,0,0,0
670,671,K.C. Jones,1919,4961,0.0,0.0,1919,4961,1173,1814,0.0,0.0,2399.0,2908,0.0,0.0,0.0,1816,5011,0,0,0,0,0,0,0,0,0,0,0,0
671,672,Larry Staverman,572,1231,0.0,0.0,572,1231,358,458,0.0,0.0,1195.0,283,0.0,0.0,0.0,695,1502,0,0,0,0,0,0,0,0,0,0,0,0
672,673,Mike Farmer,1345,3426,0.0,0.0,1345,3426,555,691,0.0,0.0,2330.0,631,0.0,0.0,0.0,970,3245,0,0,0,0,0,0,0,0,0,0,0,0
673,674,Pete Brennan,13,43,0.0,0.0,13,43,14,25,0.0,0.0,31.0,6,0.0,0.0,0.0,15,40,0,0,0,0,0,0,0,0,0,0,0,0
674,675,Phil Rollins,542,1434,0.0,0.0,542,1434,319,483,0.0,0.0,610.0,683,0.0,0.0,0.0,490,1403,0,0,0,0,0,0,0,0,0,0,0,0
675,676,Shellie McMillon,1246,2850,0.0,0.0,1246,2850,543,868,0.0,0.0,1939.0,291,0.0,0.0,0.0,950,3035,0,0,0,0,0,0,0,0,0,0,0,0
676,677,Steve Hamilton,138,371,0.0,0.0,138,371,92,132,0.0,0.0,278.0,43,0.0,0.0,0.0,183,368,0,0,0,0,0,0,0,0,0,0,0,0
677,678,Tommy Kearns,1,1,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
678,679,Vern Hatton,746,2158,0.0,0.0,746,2158,449,603,0.0,0.0,811.0,479,0.0,0.0,0.0,468,1941,0,0,0,0,0,0,0,0,0,0,0,0
679,680,Wayne Embry,3993,9067,0.0,0.0,3993,9067,2394,3741,0.0,0.0,7544.0,1194,0.0,0.0,0.0,2838,10380,5,0,0,0,0,0,0,0,0,0,0,1
680,681,Bailey Howell,6515,13585,0.0,0.0,6515,13585,4740,6224,0.0,0.0,9383.0,1853,0.0,0.0,0.0,3498,17770,6,0,0,0,0,0,3,0,0,0,0,1
681,682,Bob Anderegg,55,143,0.0,0.0,55,143,23,42,0.0,0.0,69.0,29,0.0,0.0,0.0,32,133,0,0,0,0,0,0,0,0,0,0,0,0
682,683,Bob Ferry,2225,5142,0.0,0.0,2225,5142,1330,2003,0.0,0.0,3343.0,906,0.0,0.0,0.0,1438,5780,0,0,0,0,0,0,0,0,0,0,0,0
683,684,Bobby Smith,13,55,0.0,0.0,13,55,11,16,0.0,0.0,33.0,14,0.0,0.0,0.0,11,37,0,0,0,0,0,0,0,0,0,0,0,0
684,685,Cal Ramsey,80,203,0.0,0.0,80,203,40,70,0.0,0.0,139.0,21,0.0,0.0,0.0,57,200,0,0,0,0,0,0,0,0,0,0,0,0
685,686,Dick Barnett,6034,13227,0.0,0.0,6034,13227,3290,4324,1.0,3.0,2812.0,2729,1.0,0.0,0.0,2514,15358,1,0,0,0,0,0,0,0,0,0,2,0
686,687,Gary Alcorn,103,352,0.0,0.0,103,352,55,92,0.0,0.0,329.0,24,0.0,0.0,0.0,170,261,0,0,0,0,0,0,0,0,0,0,0,0
687,688,Gene Guarilia,168,447,0.0,0.0,168,447,77,126,0.0,0.0,294.0,36,0.0,0.0,0.0,146,413,0,0,0,0,0,0,0,0,0,0,0,0
688,689,Joe Ruklick,176,481,0.0,0.0,176,481,46,75,0.0,0.0,286.0,48,0.0,0.0,0.0,164,398,0,0,0,0,0,0,0,0,0,0,0,0
689,690,John Richter,113,332,0.0,0.0,113,332,59,117,0.0,0.0,312.0,27,0.0,0.0,0.0,158,285,0,0,0,0,0,0,0,0,0,0,0,0
690,691,Johnny Green,5641,11435,0.0,0.0,5641,11435,2676,4909,0.0,0.0,10273.0,1636,0.0,0.0,0.0,3202,13958,4,0,0,0,0,0,0,0,0,0,0,0
691,692,Maurice King,99,249,0.0,0.0,99,249,28,35,0.0,0.0,106.0,144,0.0,0.0,0.0,90,226,0,0,0,0,0,0,0,0,0,0,0,0
692,693,Nick Mantis,198,527,0.0,0.0,198,527,55,100,0.0,0.0,176.0,175,0.0,0.0,0.0,196,451,0,0,0,0,0,0,0,0,0,0,0,0
693,694,Rudy LaRusso,4102,9521,0.0,0.0,4102,9521,3303,4308,0.0,0.0,6936.0,1556,0.0,0.0,0.0,2553,11507,5,0,0,0,0,0,0,3,0,0,0,0
694,695,Tom Hawkins,2761,6171,0.0,0.0,2761,6171,1150,2016,0.0,0.0,4607.0,871,0.0,0.0,0.0,2214,6672,0,0,0,0,0,0,0,0,0,0,1,0
695,696,Tony Windis,16,60,0.0,0.0,16,60,4,6,0.0,0.0,47.0,32,0.0,0.0,0.0,20,36,0,0,0,0,0,0,0,0,0,0,0,0
696,697,Wayne Stevens,3,19,0.0,0.0,3,19,7,10,0.0,0.0,16.0,4,0.0,0.0,0.0,4,13,0,0,0,0,0,0,0,0,0,0,0,0
697,698,Whitey Bell,77,203,0.0,0.0,77,203,29,46,0.0,0.0,94.0,56,0.0,0.0,0.0,66,183,0,0,0,0,0,0,0,0,0,0,0,0
698,699,Wilt Chamberlain,13744,25580,0.0,0.0,13744,25580,6465,12742,0.0,0.0,25597.0,4893,0.0,0.0,0.0,2221,33953,13,0,0,0,0,4,44,10,0,1,2,1
699,700,Al Attles,2499,5545,0.0,0.0,2499,5545,1330,2106,0.0,0.0,2463.0,2483,0.0,0.0,0.0,2417,6328,0,0,0,0,0,0,0,0,0,0,0,0
700,701,Bob Boozer,5429,11834,0.0,0.0,5429,11834,3314,4374,0.0,0.0,7715.0,1333,0.0,0.0,0.0,2720,14172,1,0,0,0,0,0,0,0,0,0,1,0
701,702,Bob McNeill,278,699,0.0,0.0,278,699,157,194,0.0,0.0,235.0,416,0.0,0.0,0.0,260,713,0,0,0,0,0,0,0,0,0,0,0,0
702,703,Darrall Imhoff,2351,5148,0.0,0.0,2351,5148,1185,1997,0.0,0.0,6233.0,1457,0.0,0.0,0.0,2543,5887,1,0,0,0,0,0,0,0,0,0,0,0
703,704,Dave Budd,962,2092,0.0,0.0,962,2092,581,852,0.0,0.0,1623.0,337,0.0,0.0,0.0,814,2505,0,0,0,0,0,0,0,0,0,0,0,0
704,705,Don Ohl,5078,11697,0.0,0.0,5078,11697,2376,3229,0.0,0.0,2338.0,2400,0.0,0.0,0.0,2198,12532,5,0,0,0,0,0,0,0,0,0,0,0
705,706,Fred LaCour,381,904,0.0,0.0,381,904,178,230,0.0,0.0,474.0,269,0.0,0.0,0.0,268,940,0,0,0,0,0,0,0,0,0,0,0,0
706,707,George Lee,740,1955,0.0,0.0,740,1955,749,1021,0.0,0.0,1235.0,258,0.0,0.0,0.0,504,2229,0,0,0,0,0,0,0,0,0,0,0,0
707,708,Howie Jolliff,165,449,0.0,0.0,165,449,58,110,0.0,0.0,586.0,112,0.0,0.0,0.0,277,388,0,0,0,0,0,0,0,0,0,0,0,0
708,709,Jackie Moreland,2286,5446,6.0,20.0,2280,5426,1152,1598,414.0,605.0,3417.0,937,0.0,0.0,447.0,1847,5730,0,0,0,0,0,0,0,0,0,0,0,0
709,710,Jerry West,9016,19032,0.0,0.0,9016,19032,7160,8801,30.0,86.0,5366.0,6238,81.0,23.0,0.0,2435,25192,14,0,0,0,0,0,56,23,0,1,2,1
710,711,Joe Roberts,500,1312,1.0,3.0,499,1309,254,399,0.0,0.0,1075.0,123,0.0,0.0,30.0,485,1255,0,0,0,0,0,0,0,0,0,0,0,0
711,712,Lenny Wilkens,6189,14327,0.0,0.0,6189,14327,5394,6973,118.0,279.0,5030.0,7211,174.0,26.0,0.0,3285,17772,9,0,0,0,0,0,0,0,0,0,0,1
712,713,Oscar Robertson,9508,19620,0.0,0.0,9508,19620,7694,9185,71.0,208.0,7804.0,9887,77.0,4.0,0.0,2931,26710,12,0,0,0,0,1,51,0,0,0,1,1
713,714,Pickles Kennedy,4,21,0.0,0.0,4,21,4,6,0.0,0.0,8.0,9,0.0,0.0,0.0,6,12,0,0,0,0,0,0,0,0,0,0,0,0
714,715,Ralph Davis,545,1332,0.0,0.0,545,1332,105,155,0.0,0.0,248.0,424,0.0,0.0,0.0,314,1195,0,0,0,0,0,0,0,0,0,0,0,0
715,716,Ron Johnson,26,86,0.0,0.0,26,86,22,34,0.0,0.0,58.0,4,0.0,0.0,0.0,20,74,0,0,0,0,0,0,0,0,0,0,0,0
716,717,Swede Halbrook,307,885,0.0,0.0,307,885,172,291,0.0,0.0,949.0,64,0.0,0.0,0.0,441,786,0,0,0,0,0,0,0,0,0,0,0,0
717,718,Tom Sanders,3416,7988,0.0,0.0,3416,7988,1934,2520,0.0,0.0,5798.0,1026,0.0,0.0,0.0,3044,8766,0,0,0,0,0,0,0,3,0,0,0,0
718,719,Willie Jones,846,2153,0.0,0.0,846,2153,324,475,0.0,0.0,767.0,545,0.0,0.0,0.0,658,2016,0,0,0,0,0,0,0,0,0,0,0,0
719,720,Adrian Smith,3327,7805,2.0,11.0,3325,7794,2552,3035,14.0,32.0,1708.0,1871,0.0,0.0,34.0,1951,9208,1,0,0,0,0,0,0,0,0,0,0,0
720,721,Al Butler,1279,2873,0.0,0.0,1279,2873,551,753,0.0,0.0,1033.0,735,0.0,0.0,0.0,649,3109,0,0,0,0,0,0,0,0,0,0,0,0
721,722,Bevo Nordmann,420,901,0.0,0.0,420,901,165,339,0.0,0.0,898.0,125,0.0,0.0,0.0,500,1005,0,0,0,0,0,0,0,0,0,0,0,0
722,723,Bill Smith,8,33,0.0,0.0,8,33,7,8,0.0,0.0,16.0,7,0.0,0.0,0.0,6,23,0,0,0,0,0,0,0,0,0,0,0,0
723,724,Bob Sims,388,989,0.0,0.0,388,989,250,438,0.0,0.0,367.0,310,0.0,0.0,0.0,380,1026,0,0,0,0,0,0,0,0,0,0,0,0
724,725,Bob Wiesenhahn,51,161,0.0,0.0,51,161,17,30,0.0,0.0,112.0,23,0.0,0.0,0.0,50,119,0,0,0,0,0,0,0,0,0,0,0,0
725,726,Chuck Osborne,1,8,0.0,0.0,1,8,3,4,0.0,0.0,9.0,1,0.0,0.0,0.0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
726,727,Cleo Hill,107,309,0.0,0.0,107,309,106,137,0.0,0.0,178.0,114,0.0,0.0,0.0,98,320,0,0,0,0,0,0,0,0,0,0,0,0
727,728,Cleveland Buckner,163,377,0.0,0.0,163,377,85,137,0.0,0.0,240.0,44,0.0,0.0,0.0,120,411,0,0,0,0,0,0,0,0,0,0,0,0
728,729,Dave Zeller,36,102,0.0,0.0,36,102,18,24,0.0,0.0,27.0,58,0.0,0.0,0.0,37,90,0,0,0,0,0,0,0,0,0,0,0,0
729,730,Donnie Butcher,812,2042,0.0,0.0,812,2042,635,1013,0.0,0.0,1150.0,829,0.0,0.0,0.0,948,2259,0,0,0,0,0,0,0,0,0,0,0,0
730,731,Doug Kistler,3,6,0.0,0.0,3,6,2,4,0.0,0.0,1.0,0,0.0,0.0,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
731,732,Ed Burton,14,34,0.0,0.0,14,34,5,11,0.0,0.0,18.0,3,0.0,0.0,0.0,16,33,0,0,0,0,0,0,0,0,0,0,0,0
732,733,Frank Radovich,37,93,0.0,0.0,37,93,13,26,0.0,0.0,51.0,4,0.0,0.0,0.0,27,87,0,0,0,0,0,0,0,0,0,0,0,0
733,734,Gary Phillips,926,2500,0.0,0.0,926,2500,467,742,0.0,0.0,903.0,665,0.0,0.0,0.0,820,2319,0,0,0,0,0,0,0,0,0,0,0,0
734,735,George Blaney,54,142,0.0,0.0,54,142,9,17,0.0,0.0,36.0,45,0.0,0.0,0.0,34,117,0,0,0,0,0,0,0,0,0,0,0,0
735,736,George Bon Salle,2,8,0.0,0.0,2,8,0,0,0.0,0.0,2.0,0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
736,737,Horace Walker,149,439,0.0,0.0,149,439,140,193,0.0,0.0,466.0,69,0.0,0.0,0.0,194,438,0,0,0,0,0,0,0,0,0,0,0,0
737,738,Howie Carl,67,201,0.0,0.0,67,201,36,51,0.0,0.0,39.0,57,0.0,0.0,0.0,41,170,0,0,0,0,0,0,0,0,0,0,0,0
738,739,Jack Turner,84,221,0.0,0.0,84,221,32,42,0.0,0.0,85.0,44,0.0,0.0,0.0,51,200,0,0,0,0,0,0,0,0,0,0,0,0
739,740,Jimmy Darrow,3,15,0.0,0.0,3,15,6,7,0.0,0.0,7.0,6,0.0,0.0,0.0,9,12,0,0,0,0,0,0,0,0,0,0,0,0
740,741,Joe Buckhalter,153,339,0.0,0.0,153,339,69,110,0.0,0.0,265.0,43,0.0,0.0,0.0,124,375,0,0,0,0,0,0,0,0,0,0,0,0
741,742,Johnny Egan,2749,6377,0.0,0.0,2749,6377,1751,2189,0.0,0.0,1731.0,2845,0.0,0.0,0.0,1860,7249,0,0,0,0,0,0,0,0,0,0,1,0
742,743,Lee Shaffer,1328,3160,0.0,0.0,1328,3160,635,818,0.0,0.0,1240.0,232,0.0,0.0,0.0,631,3291,1,0,0,0,0,0,0,0,0,0,0,0
743,744,Paul Neumann,2192,4908,0.0,0.0,2192,4908,1569,1973,0.0,0.0,1516.0,1686,0.0,0.0,0.0,1511,5953,0,0,0,0,0,0,0,0,0,0,0,0
744,745,Ray Scott,4947,12111,3.0,5.0,4944,12106,2904,4009,234.0,591.0,8739.0,1941,0.0,0.0,192.0,2520,12801,0,0,0,0,0,0,0,0,0,0,0,0
745,746,Rich Eichhorst,1,2,0.0,0.0,1,2,0,0,0.0,0.0,1.0,3,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
746,747,Ron Horn,28,96,0.0,0.0,28,96,23,33,0.0,0.0,78.0,11,0.0,0.0,1.0,50,79,0,0,0,0,0,0,0,0,0,0,0,0
747,748,Sam Stith,59,162,0.0,0.0,59,162,23,38,0.0,0.0,51.0,60,0.0,0.0,0.0,55,141,0,0,0,0,0,0,0,0,0,0,0,0
748,749,Stacey Arceneaux,22,56,0.0,0.0,22,56,6,13,0.0,0.0,32.0,4,0.0,0.0,0.0,10,50,0,0,0,0,0,0,0,0,0,0,0,0
749,750,Ted Luckenbill,69,188,0.0,0.0,69,188,58,96,0.0,0.0,166.0,35,0.0,0.0,0.0,101,196,0,0,0,0,0,0,0,0,0,0,0,0
750,751,Tom Meschery,3877,8793,0.0,0.0,3877,8793,2150,2885,0.0,0.0,6698.0,1331,0.0,0.0,0.0,2841,9904,1,0,0,0,0,0,0,0,0,0,0,0
751,752,Walt Bellamy,9523,18487,0.0,0.0,9523,18487,6159,9768,264.0,481.0,17303.0,3098,52.0,48.0,0.0,4410,25205,4,0,0,0,0,0,0,0,0,0,0,1
752,753,Wayne Yates,31,105,0.0,0.0,31,105,10,22,0.0,0.0,94.0,16,0.0,0.0,0.0,72,72,0,0,0,0,0,0,0,0,0,0,0,0
753,754,Whitey Martin,95,292,0.0,0.0,95,292,37,55,0.0,0.0,158.0,115,0.0,0.0,0.0,158,227,0,0,0,0,0,0,0,0,0,0,0,0
754,755,York Larese,244,654,0.0,0.0,244,654,116,144,0.0,0.0,154.0,188,0.0,0.0,0.0,208,604,0,0,0,0,0,0,0,0,0,0,0,0
755,756,Ben Warley,1383,3316,98.0,345.0,1285,2971,1118,1500,77.0,227.0,2653.0,381,0.0,0.0,250.0,1421,3982,1,0,0,0,0,0,0,0,0,0,0,0
756,757,Bill Bridges,4928,11057,0.0,0.0,4928,11057,3068,4429,321.0,446.0,13143.0,3001,80.0,41.0,0.0,4005,12924,3,0,0,0,0,0,0,6,0,0,1,0
757,758,Bill McGill,1948,3840,0.0,0.0,1948,3840,848,1197,255.0,635.0,1951.0,520,0.0,0.0,317.0,1185,4744,0,0,0,0,0,0,0,0,0,0,0,0
758,759,Bob Duffy,258,643,0.0,0.0,258,643,116,176,0.0,0.0,165.0,246,0.0,0.0,0.0,142,632,0,0,0,0,0,0,0,0,0,0,0,0
759,760,Bud Olsen,907,2107,1.0,4.0,906,2103,355,696,140.0,234.0,1702.0,573,0.0,0.0,113.0,970,2170,0,0,0,0,0,0,0,0,0,0,0,0
760,761,Charlie Hardnett,433,1023,0.0,0.0,433,1023,332,513,0.0,0.0,930.0,103,0.0,0.0,0.0,376,1198,0,0,0,0,0,0,0,0,0,0,0,0
761,762,Chet Walker,6876,14628,0.0,0.0,6876,14628,5079,6384,245.0,593.0,7314.0,2126,117.0,10.0,0.0,2727,18831,7,0,0,0,0,0,0,0,5,0,0,1
762,763,Chico Vaughn,2319,5931,306.0,1015.0,2013,4916,1348,1828,61.0,132.0,1333.0,1164,0.0,0.0,344.0,1245,6292,1,0,0,0,0,0,0,0,0,0,0,0
763,764,Dan Swartz,57,150,0.0,0.0,57,150,61,72,0.0,0.0,88.0,21,0.0,0.0,0.0,92,175,0,0,0,0,0,0,0,0,0,0,0,0
764,765,Dan Tieman,15,57,0.0,0.0,15,57,4,10,0.0,0.0,22.0,27,0.0,0.0,0.0,18,34,0,0,0,0,0,0,0,0,0,0,0,0
765,766,Danny Doyle,6,12,0.0,0.0,6,12,4,5,0.0,0.0,8.0,3,0.0,0.0,0.0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
766,767,Dave DeBusschere,6228,14389,0.0,0.0,6228,14389,2838,4058,134.0,623.0,10506.0,2688,67.0,39.0,0.0,3091,15294,8,0,0,0,0,0,3,30,5,0,2,1
767,768,Dave Fedor,3,10,0.0,0.0,3,10,0,1,0.0,0.0,6.0,1,0.0,0.0,0.0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
768,769,Dave Gunther,1,2,0.0,0.0,1,2,0,0,0.0,0.0,3.0,3,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
769,770,Don Nelson,4017,8373,0.0,0.0,4017,8373,2864,3744,273.0,723.0,5192.0,1526,65.0,35.0,0.0,2451,10898,0,0,0,0,0,0,0,0,0,0,2,0
770,771,Gene Tormohlen,515,1253,0.0,0.0,515,1253,161,278,0.0,0.0,1122.0,257,0.0,0.0,0.0,551,1191,0,0,0,0,0,0,0,0,0,0,0,0
771,772,Gene Wiley,567,1214,0.0,0.0,567,1214,175,346,0.0,0.0,2234.0,256,0.0,0.0,4.0,831,1309,0,0,0,0,0,0,0,0,0,0,0,0
772,773,Howie Montgomery,65,153,0.0,0.0,65,153,14,23,0.0,0.0,69.0,21,0.0,0.0,0.0,35,144,0,0,0,0,0,0,0,0,0,0,0,0
773,774,Hubie White,234,640,9.0,50.0,225,590,101,143,80.0,107.0,264.0,110,0.0,0.0,69.0,250,578,0,0,0,0,0,0,0,0,0,0,0,0
774,775,Jack Foley,40,102,0.0,0.0,40,102,26,30,0.0,0.0,32.0,10,0.0,0.0,0.0,16,106,0,0,0,0,0,0,0,0,0,0,0,0
775,776,Jeff Slade,2,5,0.0,0.0,2,5,0,1,0.0,0.0,7.0,0,0.0,0.0,0.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
776,777,John Barnhill,2448,6092,139.0,601.0,2309,5491,1139,1731,162.0,262.0,1820.0,2049,0.0,0.0,327.0,1309,6174,0,0,0,0,0,0,0,0,0,0,0,0
777,778,John Havlicek,10513,23930,0.0,0.0,10513,23930,5369,6589,610.0,1389.0,8007.0,6114,476.0,117.0,204.0,3281,26395,13,0,0,0,0,0,41,34,5,1,2,1
778,779,John Rudometkin,366,941,0.0,0.0,366,941,228,311,0.0,0.0,511.0,88,0.0,0.0,0.0,252,960,0,0,0,0,0,0,0,0,0,0,0,0
779,780,Johnny Cox,239,568,0.0,0.0,239,568,95,135,0.0,0.0,280.0,142,0.0,0.0,0.0,149,573,0,0,0,0,0,0,0,0,0,0,0,0
780,781,Kevin Loughery,5054,12269,0.0,0.0,5054,12269,3010,3759,0.0,0.0,2575.0,3181,0.0,0.0,0.0,2931,13118,0,0,0,0,0,0,0,0,0,0,0,0
781,782,Len Chappell,3427,7564,0.0,0.0,3427,7564,1891,2691,146.0,172.0,4903.0,689,0.0,0.0,63.0,1858,8745,1,0,0,0,0,0,0,0,0,0,0,0
782,783,Leroy Ellis,4564,10347,0.0,0.0,4564,10347,2019,2756,534.0,1060.0,9486.0,1544,146.0,151.0,0.0,2860,11147,0,0,0,0,0,0,0,0,0,0,1,0
783,784,Mel Nowell,365,916,9.0,32.0,356,884,224,279,0.0,0.0,260.0,239,0.0,0.0,142.0,274,963,0,0,0,0,0,0,0,0,0,0,0,0
784,785,Paul Hogue,176,479,0.0,0.0,176,479,83,188,0.0,0.0,492.0,54,0.0,0.0,0.0,290,435,0,0,0,0,0,0,0,0,0,0,0,0
785,786,Porter Meriwether,48,122,0.0,0.0,48,122,23,33,0.0,0.0,29.0,43,0.0,0.0,0.0,19,119,0,0,0,0,0,0,0,0,0,0,0,0
786,787,Ralph Wells,1,7,0.0,0.0,1,7,0,7,0.0,0.0,6.0,7,0.0,0.0,0.0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
787,788,Terry Dischinger,3457,6836,0.0,0.0,3457,6836,2098,2768,0.0,0.0,3646.0,1151,0.0,0.0,0.0,2055,9012,3,0,0,0,0,0,0,0,5,0,0,0
788,789,Tom Stith,37,110,0.0,0.0,37,110,3,10,0.0,0.0,39.0,18,0.0,0.0,0.0,23,77,0,0,0,0,0,0,0,0,0,0,0,0
789,790,Wayne Hightower,3050,8081,0.0,18.0,3050,8063,2544,3389,688.0,1481.0,5406.0,1271,0.0,0.0,717.0,2305,8644,1,0,0,0,0,0,0,0,0,0,0,0
790,791,Zelmo Beaty,5724,11580,2.0,13.0,5722,11567,3757,4873,1286.0,2757.0,9665.0,1365,107.0,172.0,726.0,3244,15207,5,0,0,0,0,0,6,0,5,0,0,1
791,792,Art Heyman,1940,4534,107.0,394.0,1833,4140,1582,2231,289.0,319.0,2031.0,1176,0.0,0.0,719.0,1006,5569,0,0,0,0,0,0,0,0,5,0,0,0
792,793,Don Kojis,3947,8853,0.0,0.0,3947,8853,2054,2853,140.0,282.0,4555.0,1112,89.0,16.0,0.0,1937,9948,2,0,0,0,0,0,0,0,0,0,0,0
793,794,Eddie Miles,3539,8046,0.0,0.0,3539,8046,1651,2207,0.0,0.0,2037.0,1311,0.0,0.0,0.0,1492,8729,1,0,0,0,0,0,0,0,0,0,0,0
794,795,Gary Hill,166,456,0.0,0.0,166,456,65,105,0.0,0.0,146.0,117,0.0,0.0,0.0,187,397,0,0,0,0,0,0,0,0,0,0,0,0
795,796,Gerry Ward,202,567,0.0,0.0,202,567,138,216,0.0,0.0,294.0,237,0.0,0.0,0.0,364,542,0,0,0,0,0,0,0,0,0,0,0,0
796,797,Gus Johnson,4258,9682,4.0,21.0,4254,9661,1723,2462,85.0,160.0,7624.0,1603,0.0,0.0,70.0,2150,10243,5,0,0,0,0,0,12,10,5,0,0,1
797,798,Jay Arnette,163,447,0.0,0.0,163,447,98,129,0.0,0.0,116.0,139,0.0,0.0,0.0,233,424,0,0,0,0,0,0,0,0,0,0,0,0
798,799,Jerry Greenspan,40,103,0.0,0.0,40,103,42,58,0.0,0.0,83.0,11,0.0,0.0,0.0,66,122,0,0,0,0,0,0,0,0,0,0,0,0
799,800,Jerry Harkness,216,491,1.0,5.0,215,486,185,278,10.0,24.0,233.0,156,0.0,0.0,97.0,140,618,0,0,0,0,0,0,0,0,0,0,0,0
